week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp
30th week,Maharashtra,Thane,Malaria,37,,17,7,2013,19.1943294,72.9701779,2.168992828,1,
30th week,Madhya Pradesh,Mandla,Malaria,21,,24,7,2014,22.68536625,80.58150562,1.459695788,2,
30th week,Madhya Pradesh,Raisen,Acute Diarrhoeal Disease,12,2,25,7,2013,23.25,78.083333,2.390765664,5,299.4
30th week,Madhya Pradesh,Mandsaur,Malaria,20,,18,7,2013,24.2651306,75.38718194,0.717951137,4,302.34
30th week,Madhya Pradesh,Narsinghpur,Acute Diarrhoeal Disease,92,,24,7,2013,22.9467047,79.1980228,1.561696596,7,
30th week,Madhya Pradesh,Gwalior,Acute Diarrhoeal Disease,49,2,21,7,2013,26.2037247,78.1573628,0.934251284,9,306.66
30th week,Meghalaya,Ri Bhoi,Malaria,16,7,16,7,2013,25.87640255,91.85675742,1.268103184,15,296.85
30th week,Tamil Nadu,Tiruvarur,Chikungunya,53,,23,7,2013,10.7760127,79.6199369,0.096637667,6,297.84
30th week,Tamil Nadu,Sivaganga,Acute Diarrhoeal Disease,17,,27,7,2013,9.851231,78.53047155,0.158988774,,313.92
30th week,Uttar Pradesh,Auraiya,Acute Diarrhoeal Disease,20,,20,7,2013,26.65573395,79.51504701,0.689633919,,302.44
30th week,Uttarakhand,Tehri,Acute Diarrhoeal Disease,12,2,24,7,2013,30.40260205,78.38835789,1.119331194,29,294.75
30th week,West Bengal,Purulia,Cholera,21,,26,7,2013,23.3291882,86.3672378,0.569659601,8,300.925
30th week,West Bengal,Purulia,Acute Diarrhoeal Disease,22,,26,7,2013,23.3291882,86.3672378,0.569659601,8,300.925
30th week,Assam,Barpeta,Acute Encephalitis Syndrome,25,6,6,3,2013,26.34142215,91.01674328,0.001135456,,302.8833334
30th week,Bihar,Rohtas,Acute Diarrhoeal Disease,37,2,10,7,2013,24.6723487,83.92090397,0.59182228,7,311.26
30th week,Chhattisgarh,Mahasamund,Acute Diarrhoeal Disease,16,1,16,7,2013,21.1882332,82.48484762,0.660910996,3,302.06
30th week,Delhi,South west District,Cholera,50,1,10,7,2013,28.59449355,76.90650844,0.519847218,5,312.2733334
30th week,Dadra and Nagar Haveli,Dadra and Nagar Haveli,Cholera,12,,14,7,2013,20.2712521,73.0014588,2.044548616,1,
30th week,Karnataka,Tumkur,Chikungunya,15,,15,7,2013,13.3400771,77.1006208,0.491132885,3,305.16
30th week,Maharashtra,Aurangabad,Dengue,21,,30,6,2013,19.877263,75.3390241,0.833650784,3,
30th week,Maharashtra,Beed,Dengue,24,,9,7,2013,18.9918442,75.909784,0.239678917,2,290.88
30th week,West Bengal,Burdwan,Dengue,372,1,27,6,2013,23.2495714,87.8681751,0.55611224,7,309.92
31st week,Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,27,,1,8,2013,13.4923257,79.202539,0.109131502,9,306.68
31st week,Telangana,RangaReddy,Acute Diarrhoeal Disease,91,1,2,8,2013,17.1333954,78.39709787,1.10395918,9,
31st week,Telangana,RangaReddy,Acute Diarrhoeal Disease,56,,2,8,2013,17.1333954,78.39709787,1.10395918,9,
31st week,Assam,Kamrup,Cholera,14,,1,8,2013,26.12755515,91.29987148,2.470183416,9,299.54
31st week,Chhattisgarh,Janjgir,Malaria,97,,27,7,2013,22.0090841,82.578896,1.233917148,,301.62
31st week,Karnataka,Bidar,Cholera,17,,29,7,2013,18.083333,77.333333,0.791020234,6,
31st week,Karnataka,Davangere,Cholera,21,,27,7,2013,14.4679807,75.9195682,1.055395054,,
31st week,Karnataka,Davangere,Acute Diarrhoeal Disease,22,,2,8,2013,14.4679807,75.9195682,0.346621415,6,
31st week,Karnataka,Gulbarga,Acute Diarrhoeal Disease,22,,31,7,2013,17.166667,77.083333,0.232550892,5,
31st week,Karnataka,Gulbarga,Acute Diarrhoeal Disease,39,,28,7,2013,17.166667,77.083333,0.869382173,,
31st week,Karnataka,Haveri,Acute Diarrhoeal Disease,15,,30,7,2013,14.7874825,75.3996731,1.818451938,3,
31st week,Karnataka,Mandya,Acute Diarrhoeal Disease,15,,28,7,2013,12.5238888,76.8961961,0.26193689,,297.86
31st week,Karnataka,Shimoga,Acute Diarrhoeal Disease,16,,24,7,2013,13.9326093,75.574978,1.218428846,2,
31st week,Karnataka,Tumkur,Cholera,34,,30,7,2013,13.3400771,77.1006208,0.24923818,5,
31st week,Madhya Pradesh,Jhabua,Acute Diarrhoeal Disease,76,,31,7,2013,22.88585225,74.72513369,1.016528786,4,
31st week,Madhya Pradesh,Khandwa,Dengue,24,,26,7,2013,21.9778642,76.56882823,1.226914242,2,
31st week,Maharashtra,Thane,Acute Diarrhoeal Disease,20,,31,7,2013,19.1943294,72.9701779,2.746087554,7,
31st week,Punjab,Amritsar,Acute Diarrhoeal Disease,15,,3,8,2013,31.6343083,74.8736788,0.824388183,16,301.9866666
31st week,Tamil Nadu,Vellore,Chikungunya,45,,25,7,2013,12.7948109,79.0006411,0.201035026,5,308.54
31st week,Uttar Pradesh,Jalaun,Acute Diarrhoeal Disease,30,,27,7,2013,26.105546,79.42765265,0.908197217,,303.39
31st week,West Bengal,Purulia,Acute Diarrhoeal Disease,34,1,30,7,2013,23.3291882,86.3672378,1.296523229,8,300.81
31st week,West Bengal,Burdwan,Acute Diarrhoeal Disease,65,,29,7,2013,23.2495714,87.8681751,0.936807591,6,
31st week,West Bengal,Hooghly,Acute Diarrhoeal Disease,34,,29,7,2013,22.9052114,88.3760639,1.231089027,10,301.14
31st week,Assam,Kamrup,Acute Encephalitis Syndrome,57,7,8,2,2013,26.12755515,91.29987148,0.000312371,19,298.17
31st week,Chhattisgarh,Korba,Malaria,49,,13,7,2013,22.3547468,82.7110855,0.968520359,6,299.89
31st week,Maharashtra,Raigad,Dengue,50,,19,7,2013,18.4928092,73.13807095,2.505998961,,301.76
31st week,Uttar Pradesh,Auraiya,Acute Diarrhoeal Disease,47,,23,7,2013,26.65573395,79.51504701,1.008140275,9,302.44
31st week,West Bengal,Birbhum,Acute Diarrhoeal Disease,51,,15,7,2013,24,87.583333,0.239845969,8,303.44
31st week,Assam,Dibrugarh,Acute Encephalitis Syndrome,183,48,16,6,2013,27.4844597,94.9019447,0.025702251,17,303.77
31st week,Assam,Sivasagar,Acute Encephalitis Syndrome,105,36,8,2,2013,26.9834936,94.6394226,0.007902202,8,297.34
31st week,Assam,Tinsukia,Acute Encephalitis Syndrome,81,23,15,1,2013,27.52016575,95.53063473,0.012514547,17,291.3633334
32nd week,Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,34,2,5,8,2013,14.6546235,77.55625984,0.03424359,,308.62
32nd week,Chhattisgarh,Bilaspur,Acute Diarrhoeal Disease,43,,7,8,2013,21.98934025,82.10996499,0.401676632,4,
32nd week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,18,,31,7,2013,22.0090841,82.578896,1.644637493,10,300.06
32nd week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,80,,2,8,2013,22.5,83.5,0.916860538,11,
32nd week,Jammu and Kashmir,Kulgam,Acute Diarrhoeal Disease,81,,3,8,2013,33.66980055,75.01480232,2.089850156,22,299.7266666
32nd week,Jammu and Kashmir,Kupwara,Acute Diarrhoeal Disease,54,,9,8,2013,34.6110236,74.23847867,0.478464184,13,292.524
32nd week,Jammu and Kashmir,Reasi,Acute Diarrhoeal Disease,201,1,2,8,2013,33.06910315,74.83786982,1.12292574,22,297.945
32nd week,Karnataka,Gulbarga,Acute Diarrhoeal Disease,21,,5,8,2013,17.166667,77.083333,1.061795428,,309.44
32nd week,Karnataka,Chikkaballapur,Cholera,24,,6,8,2013,13.6102243,77.5127721,0.163568697,6,303.81
32nd week,Karnataka,Koppal,Acute Diarrhoeal Disease,27,,5,8,2013,15.3484144,76.1547421,0.156353922,,305.56
32nd week,Karnataka,Chitradurga,Dengue,14,,3,8,2013,14.2266443,76.4005122,0.177782786,4,302.1
32nd week,Karnataka,Bagalkot,Acute Diarrhoeal Disease,19,,9,8,2013,16.1853166,75.6967919,0.255959571,4,302.85
32nd week,Madhya Pradesh,Panna,Acute Diarrhoeal Disease,37,,7,8,2013,24.5,80.25,0.334411286,7,300.5266666
32nd week,Maharashtra,Dhule,Cholera,69,,5,8,2013,21.13170235,74.48990147,1.809147425,,298.32
32nd week,Maharashtra,Osmanabad,Acute Diarrhoeal Disease,16,,3,8,2013,18.16984395,76.11796321,1.102604394,5,
32nd week,Mizoram,Lunglei,Acute Diarrhoeal Disease,35,,9,8,2013,22.898553,92.75192292,0.882965667,27,297.35
32nd week,Tamil Nadu,Dindigul,Dengue,28,,2,8,2013,10.3303299,78.06739791,0.054750622,7,311.88
32nd week,Tamil Nadu,Tiruvannamalai,Chikungunya,13,,5,8,2013,12.22721295,79.07015555,0.061089491,,311.08
32nd week,West Bengal,Bankura,Acute Diarrhoeal Disease,57,,1,8,2013,23.13195425,87.2073972,1.428228436,7,300.08
32nd week,West Bengal,Purulia,Acute Diarrhoeal Disease,47,1,8,8,2013,23.3291882,86.3672378,0.380612308,4,301.28
32nd week,West Bengal,Purulia,Acute Diarrhoeal Disease,23,1,9,8,2013,23.3291882,86.3672378,0.59242193,4,302.04
32nd week,West Bengal,Purulia,Cholera,13,,31,7,2013,23.3291882,86.3672378,1.288167499,8,300.39
32nd week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,131,,2,8,2013,22.642931,88.8930579,1.21407937,11,301.44
32nd week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,25,,30,7,2013,22.5,83.5,1.018270976,11,
32nd week,Madhya Pradesh,Shahdol,Acute Diarrhoeal Disease,25,2,27,7,2013,23.3002343,81.364771,0.927813595,,300.9
32nd week,Madhya Pradesh,Sidhi,Malaria,627,,23,7,2013,24.25,82,0.703792445,8,305.24
32nd week,Maharashtra,Jalgaon,Cholera,40,,29,7,2013,20.84288265,75.52612464,1.575514364,7,
32nd week,Maharashtra,Jalgaon,Dengue,31,,30,7,2013,20.84288265,75.52612464,1.050378125,7,
32nd week,Maharashtra,Nagpur,Dengue,12,,17,7,2013,21.1498134,79.0820556,1.853925705,1,
32nd week,West Bengal,West Medinipur,Acute Diarrhoeal Disease,59,,30,7,2013,22.2788943,87.92227864,2.50305217,6,
33rd week,Telangana,Mahabubnagar,Acute Diarrhoeal Disease,16,,15,8,2013,16.69656855,77.95911462,0.224711306,6,307.32
33rd week,Andhra Pradesh,Srikakulam,Acute Diarrhoeal Disease,16,,16,8,2013,18.32002205,83.9160772,0.524107205,17,301.72
33rd week,Jammu and Kashmir,Kulgam,Acute Diarrhoeal Disease,46,,10,8,2013,33.66980055,75.01480232,1.22855445,15,296.156
33rd week,Karnataka,Gadag,Acute Diarrhoeal Disease,11,,17,8,2013,15.4206667,75.6225644,0.343853602,4,307.78
33rd week,Karnataka,Gadag,Acute Diarrhoeal Disease,18,,17,8,2013,15.4206667,75.6225644,0.343853602,4,307.78
33rd week,Karnataka,Chikkaballapur,Dengue,15,,17,8,2013,13.6102243,77.5127721,0.684975288,4,306.5
33rd week,Karnataka,Raichur,Dengue,40,,11,8,2013,16.083333,77.166667,0.138258922,3,
33rd week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,35,,10,8,2013,21.825599,75.614182,0.777772102,6,
33rd week,Maharashtra,Gondia,Acute Diarrhoeal Disease,17,,11,8,2013,21.455228,80.1962729,1.318898847,2,
33rd week,Odisha,Ganjam,Acute Diarrhoeal Disease,67,,9,8,2013,19.4129711,85.04710406,,6,303.9
33rd week,Odisha,Subarnapur,Acute Diarrhoeal Disease,19,,15,8,2013,19.08143,84.5144503,0.708920688,9,298.78
33rd week,Odisha,Keonjhar,Acute Diarrhoeal Disease,18,,18,8,2013,21.5,85.5,0.61538222,19,300.735
33rd week,Punjab,Shahid Bhagat Singh Nagar,Acute Diarrhoeal Disease,15,,18,8,2013,31.1239515,76.1201871,0.982939114,20,299.8733334
33rd week,West Bengal,Purulia,Cholera,30,,8,8,2013,23.3291882,86.3672378,0.380612308,4,301.28
33rd week,West Bengal,Burdwan,Dengue,36,,15,8,2013,23.2495714,87.8681751,0.743461798,7,
33rd week,West Bengal,Burdwan,Acute Diarrhoeal Disease,38,,16,8,2013,23.2495714,87.8681751,0.628403872,7,304.56
33rd week,Chhattisgarh,Dhamtari,Acute Diarrhoeal Disease,21,,6,8,2013,20.7084545,81.5481305,1.337242309,3,300.12
33rd week,Karnataka,Koppal,Acute Diarrhoeal Disease,36,,6,8,2013,15.3484144,76.1547421,0.225762209,3,305.56
33rd week,Madhya Pradesh,Bhopal,Acute Diarrhoeal Disease,70,1,3,8,2013,23.2584857,77.401989,1.844778679,6,302.16
33rd week,Odisha,Rayagada,Cholera,22,,27,7,2013,19.17209585,83.33503085,2.699308366,,
33rd week,West Bengal,Purulia,Cholera,67,1,30,7,2013,23.3291882,86.3672378,1.296523229,8,300.81
34th week,Telangana,Medak,Cholera,93,3,16,8,2013,17.9375095,78.21174499,0.301255183,5,
34th week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,15,,15,8,2013,22.5,83.5,0.483762466,10,301
34th week,Gujarat,Kheda,Acute Diarrhoeal Disease,13,,23,8,2013,22.75,72.833333,0.106919676,10,301.6
34th week,Himachal Pradesh,Una,Acute Diarrhoeal Disease,196,,20,8,2013,31.4787354,76.2750706,1.943781248,,298.6266666
34th week,Jharkhand,Lohardaga,Malaria,66,,19,8,2013,23.46920055,84.73568423,1.060786269,14,300.9666666
34th week,Karnataka,Mysore,Dengue,14,,19,8,2013,12.3051828,76.6553609,0.488458998,3,
34th week,Karnataka,Raichur,Dengue,20,,20,8,2013,16.083333,77.166667,0.740258429,,
34th week,Karnataka,Raichur,Dengue,21,,21,8,2013,16.083333,77.166667,0.7753617,,299.3
34th week,Karnataka,Hassan,Acute Diarrhoeal Disease,20,,20,8,2013,13.0070817,76.0992703,0.665644602,,
34th week,Madhya Pradesh,Rewa,Acute Diarrhoeal Disease,24,1,15,8,2013,24.756718,81.65493469,0.300552599,13,301.1066666
34th week,Maharashtra,Gadchiroli,Dengue,13,1,16,8,2013,19.75907035,80.16228073,0.877365475,6,
34th week,Odisha,Sambalpur,Acute Diarrhoeal Disease,12,,18,8,2013,21.4706422,83.9836858,0.501731907,11,300.4733334
34th week,Punjab,Jalandhar,Acute Diarrhoeal Disease,99,,24,8,2013,31.29201065,75.56805772,0.326151599,22,302.065
34th week,Uttar Pradesh,Azamgarh,Acute Diarrhoeal Disease,369,2,17,8,2013,26.02269675,83.02887343,0.633485049,12,301.9
34th week,West Bengal,Hooghly,Cholera,12,1,21,8,2013,22.9052114,88.3760639,1.367673342,,300.37
34th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,17,,19,8,2013,23.2495714,87.8681751,0.703474165,7,304.56
34th week,West Bengal,Murshidabad,Acute Diarrhoeal Disease,32,,14,8,2013,24.1745993,88.2721335,0.909316239,6,301.13
34th week,West Bengal,Bankura,Cholera,82,,20,8,2013,23.13195425,87.2073972,1.10650385,,303.38
34th week,West Bengal,Purulia,Acute Diarrhoeal Disease,19,,23,8,2013,23.3291882,86.3672378,0.730684408,9,299.74
34th week,West Bengal,Hooghly,Cholera,27,2,22,8,2013,22.9052114,88.3760639,1.613626131,14,300.16
34th week,Bihar,Madhubani,Acute Diarrhoeal Disease,27,,10,8,2013,26.350072,86.22914689,0.909514706,5,286.67
34th week,Bihar,Bhabua,Dengue,346,,28,7,2013,25.07634815,83.63359776,0.481420426,,272
34th week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,35,,12,8,2013,22.5,83.5,1.04744501,,
34th week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,89,,12,8,2013,31.6723392,76.95331691,2.408572902,,288.5
34th week,Jammu and Kashmir,Anantnag,Acute Diarrhoeal Disease,35,,10,8,2013,33.7368773,75.1455138,1.22855445,15,296.156
34th week,Jammu and Kashmir,Badgam,Acute Diarrhoeal Disease,137,,8,8,2013,34.0154721,74.7220085,0.926300848,20,297.796
34th week,Maharashtra,Kolhapur,Dengue,17,,13,8,2013,16.7028412,74.2405329,0.127139173,,302.82
34th week,Uttar Pradesh,Unnao,Acute Diarrhoeal Disease,34,1,8,8,2013,26.57550365,80.61376178,0.435245638,4,306.02
34th week,West Bengal,Jalpaiguri,Dengue,189,1,1,8,2013,26.4733048,88.67886686,1.191221325,15,297.04
34th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,104,,8,8,2013,24,87.583333,0.409805253,3,298.87
35th week,Delhi,New Delhi,Cholera,50,1,28,8,2013,28.6138954,77.2090057,0.108629932,,303.22
35th week,Gujarat,Surat,Acute Diarrhoeal Disease,32,,26,8,2013,21.19177615,72.95441578,1.307068748,6,293.14
35th week,Haryana,Yamuna Nagar,Cholera,133,,28,8,2013,30.1389108,77.301064,0.167592097,,299.95
35th week,Jharkhand,Godda,Acute Diarrhoeal Disease,13,,24,8,2013,24.74334305,87.29285062,0.858572485,9,300
35th week,Jharkhand,West Singhbhum,Acute Diarrhoeal Disease,16,,26,8,2013,22.7859232,86.1716093,0.586923253,9,298.98
35th week,Jammu and Kashmir,Ganderbal,Acute Diarrhoeal Disease,60,1,24,8,2013,34.1934255,74.83434977,0.714516648,17,286.5766666
35th week,Karnataka,Haveri,Acute Diarrhoeal Disease,24,,1,9,2013,14.7874825,75.3996731,0.179826337,20,298.3466666
35th week,Karnataka,Mysore,Dengue,16,,23,8,2013,12.3051828,76.6553609,0.296710915,8,300.18
35th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,100,1,27,8,2013,21.825599,75.614182,1.740494538,5,
35th week,Madhya Pradesh,Morena,Acute Diarrhoeal Disease,11,2,27,8,2013,26.166667,77.5,0.822205839,16,303.13
35th week,Madhya Pradesh,Vidisha,Acute Diarrhoeal Disease,18,,28,8,2013,23.5225788,77.8148001,1.170925754,,300.68
35th week,Maharashtra,Jalgaon,Dengue,104,,27,8,2013,20.84288265,75.52612464,1.691385161,7,284.86
35th week,Punjab,Mohali,Cholera,46,,29,8,2013,30.7041168,76.7176885,0.137909367,,300.9966666
35th week,Sikkim,East Sikkim,Dengue,103,,22,8,2013,27.2799097,88.67466492,0.994066309,21,284.892
35th week,Tamil Nadu,Thoothukudi,Dengue,12,,23,8,2013,8.8052602,78.1452745,0.057772454,4,315.2533334
35th week,Tamil Nadu,Virudhunagar,Chikungunya,18,,26,8,2013,9.5208936,77.8784564,0.032451876,4,315.09
35th week,Tamil Nadu,Tiruvarur,Acute Diarrhoeal Disease,19,,28,8,2013,10.7760127,79.6199369,0.055567084,,307.1733334
35th week,Tamil Nadu,Villupuram,Acute Diarrhoeal Disease,36,,26,8,2013,11.9415377,79.4861469,0.039393319,11,306.304
35th week,Uttarakhand,Uttarkashi,Acute Diarrhoeal Disease,26,,1,9,2013,30.7291049,78.4403495,0.560507903,30,294.8133334
35th week,West Bengal,Purulia,Acute Diarrhoeal Disease,20,,26,8,2013,23.3291882,86.3672378,0.451924372,9,301.93
35th week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,37,,27,8,2013,22.642931,88.8930579,0.570068453,10,301.89
35th week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,72,,26,8,2013,22.642931,88.8930579,0.640767284,10,301.89
35th week,West Bengal,Bankura,Acute Diarrhoeal Disease,149,,30,8,2013,23.13195425,87.2073972,1.639160936,13,300.9333334
35th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,68,,23,8,2013,24,87.583333,1.032777006,7,
35th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,29,,29,8,2013,22.9052114,88.3760639,1.064864079,,300.4866666
35th week,West Bengal,Paschim Medinipur,Acute Diarrhoeal Disease,11,1,29,8,2013,22.3599134,87.41331448,0.877123695,,303.52
35th week,West Bengal,Paschim Medinipur,Acute Diarrhoeal Disease,71,,21,8,2013,22.3599134,87.41331448,1.002564491,,
35th week,Assam,Kamrup,Dengue,130,,26,7,2013,26.12755515,91.29987148,1.799676349,10,301.16
35th week,Bihar,Jamui,Acute Diarrhoeal Disease,20,2,18,8,2013,24.96785205,86.17351147,0.545421517,12,302.7066666
35th week,Karnataka,Kolar,Dengue,44,,6,8,2013,13.1367201,78.1337246,0.105974333,6,307.01
35th week,Karnataka,Koppal,Cholera,31,,11,8,2013,15.3484144,76.1547421,0.208453284,3,296.98
35th week,Karnataka,Gulbarga,Acute Diarrhoeal Disease,27,,20,8,2013,17.166667,77.083333,0.570670322,,
35th week,Maharashtra,Jalgaon,Dengue,28,,20,8,2013,20.84288265,75.52612464,0.109711904,,300.1
35th week,Maharashtra,Wardha,Malaria,70,,4,7,2013,20.82562315,78.6131455,0.905080069,,
35th week,Telangana,Medak,Cholera,201,3,16,8,2013,17.9375095,78.21174499,0.301255183,5,
35th week,Bihar,Bhabua,Dengue,971,,28,7,2013,25.07634815,83.63359776,0.481420426,,272
35th week,Karnataka,Koppal,Cholera,75,,6,8,2013,15.3484144,76.1547421,0.225762209,3,305.56
36th week,Assam,Nagaon,Acute Diarrhoeal Disease,16,,2,9,2013,26.30414915,92.71605974,1.025550635,14,301.66
36th week,Bihar,Araria,Acute Diarrhoeal Disease,19,,3,9,2013,26.26498795,87.37162648,1.039498022,10,299.92
36th week,Bihar,Madhubani,Acute Diarrhoeal Disease,43,,2,9,2013,26.350072,86.22914689,1.191931046,11,300.36
36th week,Bihar,Madhubani,Acute Diarrhoeal Disease,22,,1,9,2013,26.350072,86.22914689,1.338663391,11,300.36
36th week,Bihar,West Champaran,Acute Diarrhoeal Disease,22,1,30,8,2013,26.6919717,84.5796928,1.043703819,11,298.92
36th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,27,,31,8,2013,20.73218365,81.14335738,1.13205633,18,
36th week,Gujarat,Patan,Dengue,49,1,4,9,2013,23.77405735,71.68373466,0.045901387,6,303.632
36th week,Karnataka,Ballari,Acute Diarrhoeal Disease,12,,6,9,2013,15.2485413,76.8323648,0.313034716,,305.44
36th week,Maharashtra,Gondia,Cholera,45,2,4,9,2013,21.455228,80.1962729,0.225391249,22,302.12
36th week,Madhya Pradesh,Shivpuri,Acute Diarrhoeal Disease,17,,8,9,2013,25.37524125,77.82811933,0.004632752,26,301.1133334
36th week,Madhya Pradesh,Shivpuri,Malaria,178,,2,9,2013,25.37524125,77.82811933,0.731064678,24,299.94
36th week,Madhya Pradesh,Shahdol,Acute Diarrhoeal Disease,19,,8,9,2013,23.3002343,81.364771,0.123118549,19,300.6866666
36th week,Madhya Pradesh,Bhopal,Acute Diarrhoeal Disease,12,,4,9,2013,23.2584857,77.401989,0.081119063,17,301.24
36th week,Punjab,Ludhiana,Cholera,15,,5,9,2013,30.9090157,75.851601,0.089455507,,300.3566666
36th week,West Bengal,Malda,Acute Diarrhoeal Disease,251,,6,9,2013,25.0057449,88.1398483,0.801550682,,298.46
36th week,West Bengal,Burdwan,Dengue,17,,29,8,2013,23.2495714,87.8681751,1.349343749,,304.42
36th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,35,,6,9,2013,23.2495714,87.8681751,0.675687971,,303.12
36th week,West Bengal,Murshidabad,Acute Diarrhoeal Disease,36,,31,8,2013,24.1745993,88.2721335,0.670573484,14,299.82
36th week,West Bengal,Murshidabad,Acute Diarrhoeal Disease,59,,3,9,2013,24.1745993,88.2721335,0.765605952,14,301.16
36th week,West Bengal,Howrah,Cholera,164,,2,9,2013,22.5736296,88.3251045,0.975918779,10,299.935
36th week,West Bengal,Paschim Medinipur,Acute Diarrhoeal Disease,21,,2,9,2013,22.3599134,87.41331448,0.829417914,10,300.4
36th week,West Bengal,Bankura,Acute Diarrhoeal Disease,22,,1,9,2013,23.13195425,87.2073972,1.493565968,13,301.52
36th week,West Bengal,Bankura,Acute Diarrhoeal Disease,20,,30,8,2013,23.13195425,87.2073972,1.639160936,13,300.9333334
36th week,West Bengal,North 24 Parganas,Cholera,92,,4,9,2013,22.642931,88.8930579,0.666471629,9,299.93
36th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,29,,24,6,2013,20.73218365,81.14335738,1.572375281,6,306.94
36th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,99,,14,7,2013,20.73218365,81.14335738,0.906329377,4,
36th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,35,,10,8,2013,20.73218365,81.14335738,0.824197641,3,300.12
36th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,34,,3,8,2013,20.73218365,81.14335738,1.678108716,6,
36th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,35,,9,8,2013,20.73218365,81.14335738,0.732006957,3,300.12
36th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,55,,9,8,2013,20.73218365,81.14335738,0.732006957,3,300.12
36th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,38,,10,8,2013,20.73218365,81.14335738,0.824197641,3,300.12
36th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,36,,13,8,2013,20.73218365,81.14335738,0.854070264,,
36th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,50,,12,8,2013,20.73218365,81.14335738,0.674522564,,
36th week,Chhattisgarh,Jashpur,Acute Diarrhoeal Disease,64,1,13,8,2013,22.76678355,83.95304519,1.198307378,,
36th week,Chhattisgarh,Jashpur,Acute Diarrhoeal Disease,15,1,24,8,2013,22.76678355,83.95304519,1.214328124,15,
36th week,Jharkhand,Ranchi,Acute Diarrhoeal Disease,15,,22,8,2013,23.3700501,85.3250387,1.226471407,11,298
36th week,Jammu and Kashmir,Pulwama,Acute Diarrhoeal Disease,40,,15,8,2013,33.89829355,74.89634094,1.607048176,4,288.16
36th week,Karnataka,Raichur,Dengue,20,,20,8,2013,16.083333,77.166667,0.740258429,,
36th week,Madhya Pradesh,Shivpuri,Malaria,100,2,12,8,2013,25.37524125,77.82811933,1.207750769,,
36th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,42,,26,8,2013,24,87.583333,0.818559859,7,304.62
36th week,West Bengal,Burdwan,Dengue,86,,15,8,2013,23.2495714,87.8681751,0.743461798,7,
37th week,Telangana,Mahabubnagar,Acute Diarrhoeal Disease,40,2,9,9,2013,16.69656855,77.95911462,0.221572368,12,304.77
37th week,Telangana,Medak,Acute Diarrhoeal Disease,40,,8,9,2013,17.9375095,78.21174499,0.054731045,13,301.84
37th week,Andhra Pradesh,Ranga Reddy,Acute Diarrhoeal Disease,13,,11,9,2013,13.1006135,79.1260283,0.672831156,4,302.2
37th week,Andhra Pradesh,Ranga Reddy,Acute Diarrhoeal Disease,51,,11,9,2013,13.1006135,79.1260283,0.672831156,4,302.2
37th week,Andhra Pradesh,Ranga Reddy,Acute Diarrhoeal Disease,16,,11,9,2013,13.1006135,79.1260283,0.672831156,4,302.2
37th week,Assam,Nagaon,Acute Diarrhoeal Disease,39,1,9,9,2013,26.30414915,92.71605974,0.786322308,30,300.6
37th week,Bihar,East Champaran,Acute Diarrhoeal Disease,14,1,7,9,2013,26.5475298,84.6717583,0.442608876,21,297.2
37th week,Bihar,Purnea,Acute Diarrhoeal Disease,12,2,4,9,2013,25.7773601,87.4731227,1.063004918,9,299.23
37th week,Bihar,Munger,Acute Diarrhoeal Disease,38,,13,9,2013,25.22081165,86.51720367,0.104474722,,302.496
37th week,Bihar,Munger,Acute Diarrhoeal Disease,160,,13,9,2013,25.22081165,86.51720367,0.104474722,,302.496
37th week,Chhattisgarh,Korba,Acute Diarrhoeal Disease,25,,8,9,2013,22.3547468,82.7110855,0.788282455,22,301.84
37th week,Gujarat,Panchmahal,Acute Diarrhoeal Disease,20,,8,9,2013,22.7748893,73.620404,0.140413869,24,299.712
